region,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,precipprob,precipcover,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,visibility,excess_deaths
E12000001,7.042857142857143,1.5714285714285714,3.957142857142857,4.785714285714286,-3.085714285714286,0.2857142857142857,83.65714285714286,0.24328571428571427,71.42857142857143,2.9785714285714286,0.5,33.01428571428571,267.3,1017.7285714285714,60.74285714285714,21.014285714285712,27.299357745911493
E12000001,6.585714285714286,-0.49999999999999994,2.2857142857142856,3.228571428571428,-6.128571428571428,-2.3428571428571425,79.89999999999999,0.6427142857142857,71.42857142857143,3.5728571428571425,1.0714285714285714,34.65714285714286,274.3,1010.3571428571429,66.68571428571428,22.585714285714285,-31.16978854338629
E12000001,7.171428571428572,3.057142857142857,5.271428571428571,5.957142857142857,-1.0714285714285714,3.0,83.94285714285715,0.5424285714285714,57.142857142857146,4.1657142857142855,0.5857142857142856,27.2,209.4,1013.9857142857143,73.67142857142858,16.157142857142855,7.4040528175675036
E12000001,9.185714285714285,4.3,6.8428571428571425,8.257142857142856,1.2,4.628571428571428,85.21428571428571,0.565857142857143,28.571428571428573,1.1914285714285715,0.0,24.557142857142857,257.3285714285714,1029.2714285714287,75.85714285714286,13.385714285714286,-35.7166761143543
E12000001,9.757142857142856,4.871428571428572,6.8999999999999995,8.128571428571428,0.10000000000000002,3.6,80.95714285714287,0.807,28.571428571428573,1.1914285714285715,0.0,39.18571428571429,262.35714285714283,1012.657142857143,65.18571428571428,22.771428571428572,3.1239305560770845
E12000001,6.942857142857143,2.3000000000000003,4.5285714285714285,5.371428571428572,-1.4714285714285715,1.7285714285714289,77.12857142857142,0.3471428571428571,28.571428571428573,1.7857142857142858,0.0,25.300000000000004,249.1142857142857,1018.4428571428572,64.07142857142857,17.32857142857143,10.846911444457419
E12000001,6.028571428571429,0.6285714285714287,3.057142857142857,4.4,-2.1142857142857143,0.6,77.15714285714286,0.0,0.0,0.0,0.0,17.714285714285715,175.24285714285716,1027.242857142857,68.52857142857142,12.185714285714285,-6.618884959331922
E12000001,3.1714285714285713,0.05714285714285715,1.6142857142857143,0.5428571428571429,-4.185714285714286,-1.8142857142857143,77.02857142857144,0.10042857142857142,14.285714285714286,0.5957142857142858,0.16666666666666666,23.614285714285717,161.78571428571428,1021.0,90.61428571428571,6.6571428571428575,20.034983101804983
E12000001,6.042857142857143,1.9285714285714286,3.7857142857142856,4.128571428571428,-3.3714285714285714,0.08571428571428566,83.7,2.7847142857142857,85.71428571428571,4.762857142857143,0.2,31.571428571428573,147.68571428571428,1006.0857142857143,95.02857142857144,10.414285714285715,100.1124172308605
E12000001,13.042857142857143,6.771428571428571,9.428571428571429,13.042857142857143,4.142857142857143,8.371428571428572,84.67142857142858,2.241,71.42857142857143,3.5728571428571425,0.0,29.24285714285714,195.27142857142854,996.8428571428573,80.24285714285713,23.24285714285714,-18.591300770337853
